A0A075B6S6	('T96060009133', 0)
Q21489	('T62390000424', 14717)
Q21502	('T62390001677', 14718)
Q21554	('T62390000664', 14719)
Q21626	('T62390000235', 14720)
Q21629	('T62390000811', 14721)
Q21691	('T62390002066', 14722)
Q21770	('T62390003437', 14723)
Q21776	('T62390000290', 14724)
Q21827	('T62390001174', 14725)
Q21924	('T62390001169', 14726)
Q21955	('T62390001653', 14727)
Q21966	('T62390000182', 14728)
Q22036	('T62390000325', 14729)
Q22054	('T62390002567', 14730)
Q22067	('T62390000017', 14731)
Q22070	('T62390002269', 14732)
Q22227	('T62390001710', 14733)
Q22289	('T62390003093', 14734)
Q22307	('T62390000703', 14735)
Q22328	('T62390001528', 14736)
Q22361	('T62390000477', 14737)
Q22366	('T62390002457', 14738)
Q22472	('T62390002453', 14739)
Q22492	('T62390001247', 14740)
Q22495	('T62390003221', 14741)
Q22531	('T62390000114', 14742)
Q22549	('T62390001403', 14743)
Q22560	('T62390001391', 14744)
Q22616	('T62390000254', 14745)
Q22618	('T62390000764', 14746)
Q22640	('T62390000877', 14747)
Q22663	('T62390001093', 14748)
Q22687	('T62390001373', 14749)
Q22717	('T62390001261', 14750)
Q22720	('T62390001032', 14751)
Q22747	('T62390003151', 14752)
Q22782	('T62390002399', 14753)
Q22799	('T62390000779', 14754)
Q22812	('T62390001292', 14755)
Q22836	('T62390003511', 14756)
Q22866	('T62390003194', 14757)
Q22875	('T62390002702', 14758)
Q22888	('T62390001345', 14759)
Q22942	('T62390000437', 14760)
Q23023	('T62390003355', 14761)
Q23088	('T62390003384', 14762)
Q23120	('T62390002589', 14763)
Q23121	('T62390002588', 14764)
Q23175	('T62390001285', 14765)
Q23192	('T62390000192', 14766)
Q23194	('T62390003426', 14767)
Q23212	('T62390000966', 14768)
Q23229	('T62390003466', 14769)
Q23237	('T62390002351', 14770)
Q23255	('T62390001764', 14771)
Q23256	('T62390003451', 14772)
Q23430	('T62390001380', 14773)
Q23445	('T62390002635', 14774)
Q23457	('T62390002414', 14775)
Q23500	('T62390000050', 14776)
Q23541	('T62390001461', 14777)
Q23571	('T62390002107', 14778)
Q23658	('T62390000330', 14779)
Q23670	('T62390003187', 14780)
Q23682	('T62390001079', 14781)
Q23858	('T446890000396', 14782)
Q23862	('T446890002447', 14783)
Q23924	('T446890000566', 14784)
Q23972	('T72270002897', 14785)
Q23973	('T72270001906', 14786)
Q23976	('T72270001602', 14787)
Q23977	('T72270001342', 14788)
Q23979	('T72270001916', 14789)
Q23985	('T72270000837', 14790)
Q23989	('T72270002504', 14791)
Q24009	('T72270000264', 14792)
Q24020	('T72270001050', 14793)
Q24039	('T72270000299', 14794)
Q24040	('T72270000259', 14795)
Q24093	('T72270000040', 14796)
Q24114	('T72270000685', 14797)
Q24119	('T72270003257', 14798)
Q24134	('T72270001971', 14799)
Q24139	('T72270000521', 14800)
Q24141	('T72270002833', 14801)
Q24143	('T72270001384', 14802)
Q24145	('T72270002843', 14803)
Q24151	('T72270002995', 14804)
Q24167	('T72270002854', 14805)
Q24168	('T72270002216', 14806)
Q24169	('T72270002217', 14807)
Q24174	('T72270000043', 14808)
Q24180	('T72270000723', 14809)
Q24192	('T72270002564', 14810)
Q24206	('T72270000293', 14811)
Q24207	('T72270000288', 14812)
Q24212	('T72270003010', 14813)
Q24266	('T72270000306', 14814)
Q24276	('T72270000424', 14815)
Q24278	('T72270000500', 14816)
Q24297	('T72270002732', 14817)
Q24298	('T72270000366', 14818)
Q24311	('T72270000654', 14819)
Q24312	('T72270000979', 14820)
Q24322	('T72270002804', 14821)
Q24325	('T72270003077', 14822)
Q24337	('T72270000952', 14823)
Q24338	('T72270000954', 14824)
Q24371	('T72270001607', 14825)
Q24388	('T72270001684', 14826)
Q24395	('T72270001901', 14827)
Q24418	('T72270002014', 14828)
Q24423	('T72270002023', 14829)
Q24432	('T72270002139', 14830)
Q24451	('T72270001718', 14831)
Q24459	('T72270002269', 14832)
Q24472	('T72270002528', 14833)
Q24478	('T72270000551', 14834)
Q24491	('T72270002735', 14835)
Q24498	('T72270002741', 14836)
Q24509	('T72270003016', 14837)
Q24522	('T72270000309', 14838)
Q24524	('T72270002860', 14839)
Q24533	('T72270000757', 14840)
Q24536	('T72270002990', 14841)
Q24537	('T72270001361', 14842)
Q24547	('T72270003014', 14843)
Q24562	('T72270003323', 14844)
Q24563	('T72270000801', 14845)
Q24567	('T72270001985', 14846)
Q24568	('T72270001986', 14847)
Q24574	('T72270003356', 14848)
Q24592	('T72270001519', 14849)
Q24595	('T72270003502', 14850)
Q24JJ9	('T37020009187', 14851)
Q24JK4	('T37020015204', 14852)
Q24JL3	('T37020013564', 14853)
Q24JN5	('T37020009519', 14854)
Q25C79	('T101160000325', 14855)
Q26365	('T72270000086', 14856)
Q26366	('T72270003421', 14857)
Q26377	('T72270000537', 14858)
Q27249	('T62390003195', 14859)
Q27268	('T72270000841', 14860)
Q27297	('T72270002514', 14861)
Q27324	('T72270002739', 14862)
Q27350	('T72270002929', 14863)
Q27368	('T72270000854', 14864)
Q27394	('T62390001515', 14865)
Q27403	('T72270001153', 14866)
Q27497	('T62390001095', 14867)
Q27562	('T446890002296', 14868)
Q27564	('T446890001573', 14869)
Q27571	('T72270002036', 14870)
Q27580	('T72270002754', 14871)
Q27591	('T72270001514', 14872)
Q27593	('T72270000585', 14873)
Q27601	('T72270002486', 14874)
Q27607	('T72270000811', 14875)
Q27873	('T62390002251', 14876)
Q27874	('T62390002168', 14877)
Q27886	('T62390001557', 14878)
Q27889	('T72270002405', 14879)
Q27GK7	('T37020014247', 14880)
Q27IK7	('T37020007305', 14881)
Q27W01	('T101160005873', 14882)
Q28832	('T98230000729', 14883)
Q28943	('T98230000394', 14884)
Q28983	('T98230001424', 14885)
Q29073	('T98230001052', 14886)
Q29118	('T98230000331', 14887)
Q29201	('T98230001144', 14888)
Q29551	('T98230001204', 14889)
Q29980	('T96060010275', 14890)
Q29PU2	('T37020012702', 14891)
Q29Q26	('T37020000651', 14892)
Q29RF7	('T96060012789', 14893)
Q29RW1	('T101160004492', 14894)
Q29VN2	('T45770000714', 14895)
Q2A865	('T101160006371', 14896)
Q2AC31	('T101160002502', 14897)
Q2EEU2	('T833330004121', 14898)
Q2EF88	('T37020015776', 14899)
Q2EI20	('T79550002167', 14900)
Q2EJA0	('T101160007948', 14901)
Q2EMV9	('T100900010544', 14902)
Q2EN75	('T98230001167', 14903)
Q2HIM5	('T37020008288', 14904)
Q2HXK8	('T79550000911', 14905)
Q2HXU8	('T96060003226', 14906)
Q2I0M4	('T96060009521', 14907)
Q2IBD4	('T101160001742', 14908)
Q2KHK6	('T100900006009', 14909)
Q2KHM9	('T96060010444', 14910)
Q2KHT3	('T96060003227', 14911)
Q2KHT4	('T96060007126', 14912)
Q2KN93	('T79550000609', 14913)
Q2KNE5	('T79550001871', 14914)
Q2L4W6	('T2848120003155', 14915)
Q2L6L1	('T79550000485', 14916)
Q2L6W9	('T62390002640', 14917)
Q2LC84	('T101160004908', 14918)
Q2LD37	('T96060008441', 14919)
Q2LKU9	('T100900009750', 14920)
Q2LKV2	('T100900009742', 14921)
Q2M1K6	('T101160006348', 14922)
Q2M1P5	('T96060008797', 14923)
Q2M1Z3	('T96060014501', 14924)
Q2M2I3	('T96060005807', 14925)
Q2M2I8	('T96060000187', 14926)
Q2M2Z5	('T96060008817', 14927)
Q2M3C6	('T96060017805', 14928)
Q2M3R5	('T96060015287', 14929)
Q2M3X8	('T100900010863', 14930)
Q2M5E4	('T96060014445', 14931)
Q2MGL3	('T72270002394', 14932)
Q2MHE4	('T37020006805', 14933)
Q2MHH0	('T101160007108', 14934)
Q2MHN3	('T100900016758', 14935)
Q2MJT0	('T101160004198', 14936)
Q2MKA7	('T96060015000', 14937)
Q2NKJ3	('T96060004016', 14938)
Q2NKQ1	('T96060015787', 14939)
Q2NL51	('T100900006023', 14940)
Q2NL67	('T96060012559', 14941)
Q2NL82	('T96060018409', 14942)
Q2PFD7	('T100900011577', 14943)
Q2PGG3	('T37020013452', 14944)
Q2PS26	('T37020014687', 14945)
Q2Q0I9	('T101160002565', 14946)
Q2Q493	('T37020008236', 14947)
Q2QCI8	('T79550001514', 14948)
Q2QGD7	('T96060020425', 14949)
Q2QI47	('T100900016173', 14950)
Q2QL34	('T96060010477', 14951)
Q2TA51	('T100900007730', 14952)
Q2TAC2	('T96060002441', 14953)
Q2TAL8	('T96060013972', 14954)
Q2TAY7	('T96060016137', 14955)
Q2TB90	('T96060007476', 14956)
Q2TBA0	('T96060008880', 14957)
Q2TBA3	('T100900008468', 14958)
Q2TBJ5	('T101160000636', 14959)
Q2UVJ5	('T37020002301', 14960)
Q2UY09	('T96060003621', 14961)
Q2UY11	('T100900003045', 14962)
Q2V0Z5	('T37020008255', 14963)
Q2V2S7	('T37020008805', 14964)
Q2V3H2	('T37020011396', 14965)
Q2V3L3	('T37020015795', 14966)
Q2V419	('T37020002644', 14967)
Q2V4B2	('T37020010966', 14968)
Q2V4B9	('T37020010208', 14969)
Q2V4L8	('T37020006404', 14970)
Q2VIQ3	('T96060008793', 14971)
Q2VPU4	('T100900008900', 14972)
Q2VWA4	('T96060015991', 14973)
Q2WF71	('T100900008198', 14974)
Q2WG76	('T100900012298', 14975)
Q2WG80	('T79550002204', 14976)
Q2WGJ6	('T96060008879', 14977)
Q2YFS3	('T100900010972', 14978)
Q2Z1R2	('T79550002535', 14979)
Q30134	('T96060000095', 14980)
Q30201	('T96060007425', 14981)
Q304A0	('T37020008401', 14982)
Q304B9	('T37020008775', 14983)
Q30D77	('T100900003010', 14984)
Q32M00	('T100900003219', 14985)
Q32M02	('T100900005308', 14986)
Q32M45	('T96060000851', 14987)
Q32MH5	('T96060005678', 14988)
Q32MK0	('T96060010794', 14989)
Q32MW3	('T100900000253', 14990)
Q32NB8	('T96060012915', 14991)
Q32PV5	('T79550002699', 14992)
Q32Q92	('T100900000266', 14993)
Q32SG3	('T45770000344', 14994)
Q32SG4	('T45770000780', 14995)
Q32WR5	('T101160000793', 14996)
Q33DR2	('T100900004097', 14997)
Q33E94	('T96060014400', 14998)
Q37001	('T37020000019', 14999)
Q37165	('T37020009132', 15000)
Q38802	('T37020007386', 15001)
Q38806	('T37020006786', 15002)
Q38814	('T37020014022', 15003)
Q38819	('T37020002278', 15004)
Q38822	('T37020006849', 15005)
Q38825	('T37020006853', 15006)
Q38826	('T37020006854', 15007)
Q38828	('T37020006827', 15008)
Q38831	('T37020006830', 15009)
Q38832	('T37020006831', 15010)
Q38836	('T37020000482', 15011)
Q38840	('T37020000488', 15012)
Q38841	('T37020000483', 15013)
Q38845	('T37020000034', 15014)
Q38846	('T37020004530', 15015)
Q38849	('T37020007217', 15016)
Q38851	('T37020008581', 15017)
Q38854	('T37020004183', 15018)
Q38858	('T37020002148', 15019)
Q38859	('T37020009084', 15020)
Q38861	('T37020015196', 15021)
Q38862	('T37020007005', 15022)
Q38865	('T37020004622', 15023)
Q38868	('T37020002419', 15024)
Q38869	('T37020002414', 15025)
Q38870	('T37020002412', 15026)
Q38873	('T37020002417', 15027)
Q38874	('T37020013535', 15028)
Q38882	('T37020010162', 15029)
Q38884	('T37020004338', 15030)
Q38885	('T37020012898', 15031)
Q38890	('T37020006402', 15032)
Q38893	('T37020015836', 15033)
Q38896	('T37020003210', 15034)
Q38897	('T37020001544', 15035)
Q38900	('T37020002947', 15036)
Q38902	('T37020011582', 15037)
Q38904	('T37020011032', 15038)
Q38905	('T37020011033', 15039)
Q38906	('T37020014180', 15040)
Q38910	('T37020015226', 15041)
Q38911	('T37020015217', 15042)
Q38913	('T37020004632', 15043)
Q38914	('T37020000808', 15044)
Q38920	('T37020005525', 15045)
Q38924	('T37020010801', 15046)
Q38929	('T37020006919', 15047)
Q38932	('T37020007514', 15048)
Q38933	('T37020007512', 15049)
Q38942	('T37020011610', 15050)
Q38946	('T37020003813', 15051)
Q38950	('T37020000035', 15052)
Q38953	('T37020003460', 15053)
Q38960	('T37020007828', 15054)
Q38998	('T37020000657', 15055)
Q38HM4	('T100900015610', 15056)
Q39008	('T37020007896', 15057)
Q39009	('T37020003884', 15058)
Q39010	('T37020007394', 15059)
Q39017	('T37020003792', 15060)
Q39019	('T37020007388', 15061)
Q39022	('T37020008369', 15062)
Q39027	('T37020008374', 15063)
Q39033	('T37020010154', 15064)
Q39034	('T37020009860', 15065)
Q39043	('T37020008122', 15066)
Q39050	('T37020002649', 15067)
Q39056	('T37020002865', 15068)
Q39057	('T37020002902', 15069)
Q39061	('T37020002964', 15070)
Q39067	('T37020002285', 15071)
Q39070	('T37020002291', 15072)
Q39080	('T37020003395', 15073)
Q39081	('T37020002164', 15074)
Q39083	('T37020003822', 15075)
Q39086	('T37020012904', 15076)
Q39088	('T37020003943', 15077)
Q39090	('T37020014655', 15078)
Q39091	('T37020007399', 15079)
Q39092	('T37020015801', 15080)
Q39099	('T37020015239', 15081)
Q39101	('T37020005564', 15082)
Q39108	('T37020005978', 15083)
Q39112	('T37020005703', 15084)
Q39119	('T37020014887', 15085)
Q39128	('T37020007216', 15086)
Q39131	('T37020007445', 15087)
Q39138	('T37020007534', 15088)
Q39140	('T37020013996', 15089)
Q39152	('T37020004655', 15090)
Q39160	('T37020008621', 15091)
Q39161	('T37020008982', 15092)
Q39176	('T37020004524', 15093)
Q39192	('T37020013432', 15094)
Q39193	('T37020013437', 15095)
Q39194	('T37020011145', 15096)
Q39195	('T37020011185', 15097)
Q39196	('T37020010092', 15098)
Q39204	('T37020008606', 15099)
Q39211	('T37020009080', 15100)
Q39212	('T37020012333', 15101)
Q39218	('T37020012675', 15102)
Q39228	('T37020013548', 15103)
Q39243	('T37020014344', 15104)
Q39244	('T37020012571', 15105)
Q39249	('T37020014829', 15106)
Q39253	('T37020002238', 15107)
Q39256	('T37020014638', 15108)
Q39261	('T37020015843', 15109)
Q39263	('T37020015846', 15110)
Q39264	('T37020015847', 15111)
Q39266	('T37020015849', 15112)
Q3B820	('T96060005611', 15113)
Q3B8N2	('T96060009286', 15114)
Q3B8P0	('T101160005135', 15115)
Q3B8Q2	('T101160003334', 15116)
Q3E6P4	('T37020005034', 15117)
Q3E6Q1	('T37020010884', 15118)
Q3E705	('T5592920001132', 15119)
Q3E784	('T5592920004093', 15120)
Q3E785	('T5592920003921', 15121)
Q3E7B6	('T5592920004849', 15122)
Q3E7C1	('T5592920004527', 15123)
Q3E830	('T5592920005155', 15124)
Q3E834	('T5592920006525', 15125)
Q3E841	('T5592920006288', 15126)
Q3E880	('T37020011853', 15127)
Q3E8L0	('T37020005926', 15128)
Q3E8X3	('T37020011274', 15129)
Q3E9B4	('T37020009257', 15130)
Q3E9B5	('T37020011273', 15131)
Q3E9I4	('T37020002695', 15132)
Q3EAL1	('T37020009255', 15133)
Q3EAQ5	('T37020011256', 15134)
Q3EAV6	('T37020005925', 15135)
Q3EBR6	('T37020010139', 15136)
Q3EBY6	('T37020008046', 15137)
Q3EBY8	('T37020004715', 15138)
Q3EBZ2	('T37020013118', 15139)
Q3EC11	('T37020015827', 15140)
Q3EC77	('T37020010346', 15141)
Q3ECD0	('T37020011409', 15142)
Q3ECD6	('T37020002692', 15143)
Q3ECH5	('T37020010430', 15144)
Q3ECM0	('T37020009674', 15145)
Q3ECW2	('T37020002283', 15146)
Q3ED65	('T37020008179', 15147)
Q3EDL4	('T37020015291', 15148)
Q3HS82	('T101160000387', 15149)
Q3HS83	('T101160004954', 15150)
Q3I5F7	('T96060000364', 15151)
Q3KNI6	('T100900010970', 15152)
Q3KNV8	('T96060012683', 15153)
Q3KNW5	('T96060016243', 15154)
Q3KNY0	('T100900006834', 15155)
Q3KQV3	('T96060020258', 15156)
Q3KR16	('T96060013117', 15157)
Q3KR37	('T96060001280', 15158)
Q3KTM0	('T37020005586', 15159)
Q3LFD5	('T96060018814', 15160)
Q3LHL9	('T72270003483', 15161)
Q3LHN0	('T96060008998', 15162)
Q3LHN2	('T96060008980', 15163)
Q3LI59	('T96060008992', 15164)
Q3LI63	('T96060008987', 15165)
Q3LI64	('T96060009036', 15166)
Q3LI66	('T96060009037', 15167)
Q3LI72	('T96060008983', 15168)
Q3LI73	('T96060008982', 15169)
Q3LI76	('T96060008976', 15170)
Q3LI81	('T96060009000', 15171)
Q3LIE5	('T96060000505', 15172)
Q3LRV9	('T100900015651', 15173)
Q3LRZ1	('T101160001670', 15174)
Q3LRZ3	('T62390000216', 15175)
Q3LS21	('T100900007451', 15176)
Q3MI48	('T100900007233', 15177)
Q3MI99	('T100900002062', 15178)
Q3MII6	('T96060017187', 15179)
Q3MIT2	('T96060013903', 15180)
Q3MIV0	('T96060008994', 15181)
Q3MIX3	('T96060000465', 15182)
Q3MKQ1	('T101160000765', 15183)
Q3MKQ2	('T101160000764', 15184)
Q3MUY2	('T96060013037', 15185)
Q3S4A7	('T37020000576', 15186)
Q3SWS8	('T101160005820', 15187)
Q3SWT0	('T101160005240', 15188)
Q3SX64	('T96060011918', 15189)
Q3SXG2	('T100900005272', 15190)
Q3SXM5	('T96060007636', 15191)
Q3SXY7	('T96060009585', 15192)
Q3SXY8	('T96060001035', 15193)
Q3SYF9	('T96060008985', 15194)
Q3SYG4	('T96060013825', 15195)
Q3T1J1	('T101160003337', 15196)
Q3T8J9	('T96060006890', 15197)
Q3T906	('T96060006848', 15198)
Q3T9M1	('T100900008772', 15199)
Q3T9X0	('T100900006072', 15200)
Q3TA38	('T100900014481', 15201)
Q3TAS6	('T100900004459', 15202)
Q3TCH7	('T100900003436', 15203)
Q3TCN2	('T100900011074', 15204)
Q3TCV3	('T100900006004', 15205)
Q3TDK6	('T100900012544', 15206)
Q3TDN0	('T100900003892', 15207)
Q3TDN2	('T100900004911', 15208)
Q3TDX8	('T100900009437', 15209)
Q3TEW6	('T100900009046', 15210)
Q3TFK5	('T100900005917', 15211)
Q3TGF2	('T100900004727', 15212)
Q3TIR3	('T100900012262', 15213)
Q3TIV5	('T100900016701', 15214)
Q3TJ91	('T100900007849', 15215)
Q3TJD7	('T100900010727', 15216)
Q3TL44	('T100900009759', 15217)
Q3TLH4	('T100900011401', 15218)
Q3TMP8	('T100900015215', 15219)
Q3TMQ6	('T100900000658', 15220)
Q3TN34	('T100900008835', 15221)
Q3TPE9	('T100900000691', 15222)
Q3TPJ7	('T100900008824', 15223)
Q3TQF0	('T100900004985', 15224)
Q3TR08	('T100900005200', 15225)
Q3TRM4	('T100900011137', 15226)
Q3TSG4	('T100900000581', 15227)
Q3TTA7	('T100900001940', 15228)
Q3TTC2	('T100900015905', 15229)
Q3TTY0	('T100900011072', 15230)
Q3TUF7	('T100900016609', 15231)
Q3TWN3	('T100900002880', 15232)
Q3TWW8	('T100900014123', 15233)
Q3TXU5	('T100900003869', 15234)
Q3TXX3	('T100900016796', 15235)
Q3TXX4	('T100900016285', 15236)
Q3TYR5	('T100900005950', 15237)
Q3TYS2	('T100900003513', 15238)
Q3TZW7	('T100900001421', 15239)
Q3U0V1	('T100900005327', 15240)
Q3U0V2	('T100900015545', 15241)
Q3U128	('T100900000825', 15242)
Q3U132	('T100900014844', 15243)
Q3U133	('T100900016935', 15244)
Q3U145	('T100900015297', 15245)
Q3U182	('T100900003270', 15246)
Q3U1J4	('T100900003658', 15247)
Q3U1N2	('T100900014078', 15248)
Q3U1T9	('T100900003736', 15249)
Q3U285	('T100900007927', 15250)
Q3U2J5	('T100900002835', 15251)
Q3U2K0	('T100900004803', 15252)
Q3U2K5	('T100900007498', 15253)
Q3U2P1	('T100900013117', 15254)
Q3U319	('T100900001561', 15255)
Q3U3R4	('T100900008077', 15256)
Q3U492	('T100900007472', 15257)
Q3U497	('T100900002798', 15258)
Q3U4G3	('T100900016594', 15259)
Q3U4N7	('T100900006835', 15260)
Q3U5Q7	('T100900002839', 15261)
Q3U6B2	('T100900005829', 15262)
Q3U6Q4	('T100900010925', 15263)
Q3U8K7	('T100900007680', 15264)
Q3U962	('T100900002936', 15265)
Q3U9G9	('T100900007910', 15266)
Q3UA06	('T100900010635', 15267)
Q3UCQ1	('T100900005244', 15268)
Q3UDF0	('T100900006069', 15269)
Q3UDK1	('T100900015544', 15270)
Q3UDP0	('T100900016439', 15271)
Q3UE37	('T100900015976', 15272)
Q3UEZ8	('T100900009993', 15273)
Q3UFB7	('T100900010009', 15274)
Q3UFD7	('T100900005066', 15275)
Q3UFF7	('T100900008346', 15276)
Q3UFJ6	('T100900014505', 15277)
Q3UFM5	('T100900009816', 15278)
Q3UG50	('T100900009081', 15279)
Q3UH66	('T100900016510', 15280)
Q3UH99	('T100900013477', 15281)
Q3UHA3	('T100900014057', 15282)
Q3UHB1	('T100900009984', 15283)
Q3UHC7	('T100900003558', 15284)
Q3UHD1	('T100900000449', 15285)
Q3UHD6	('T100900013793', 15286)
Q3UHF7	('T100900016747', 15287)
Q3UHH1	('T100900017011', 15288)
Q3UHK8	('T100900015398', 15289)
Q3UHN9	('T100900009503', 15290)
Q3UHU5	('T100900009160', 15291)
Q3UHZ5	('T100900008087', 15292)
Q3UI43	('T100900001310', 15293)
Q3UIL6	('T100900011027', 15294)
Q3UIZ8	('T100900009301', 15295)
Q3UJD6	('T100900016004', 15296)
Q3UJK4	('T100900006058', 15297)
Q3UK10	('T100900001307', 15298)
Q3UK37	('T100900014811', 15299)
Q3UK78	('T100900010633', 15300)
Q3UKC1	('T100900014631', 15301)
Q3ULF4	('T100900013964', 15302)
Q3ULJ0	('T100900005857', 15303)
Q3ULM6	('T100900016176', 15304)
Q3ULW6	('T100900002074', 15305)
Q3ULW8	('T100900010563', 15306)
Q3UMB5	('T100900013668', 15307)
Q3UMB9	('T100900016402', 15308)
Q3UMM4	('T100900002306', 15309)
Q3UMR0	('T100900000724', 15310)
Q3UMR5	('T100900008627', 15311)
Q3UMU9	('T100900006265', 15312)
Q3UMW8	('T100900002804', 15313)
Q3UMY5	('T100900004455', 15314)
Q3UNH4	('T100900005972', 15315)
Q3UP24	('T100900009755', 15316)
Q3UPF5	('T100900016705', 15317)
Q3UPR7	('T100900015098', 15318)
Q3UPW2	('T100900004415', 15319)
Q3UQ22	('T100900009605', 15320)
Q3UQ44	('T100900007076', 15321)
Q3UQS8	('T100900011971', 15322)
Q3UQU0	('T100900001558', 15323)
Q3URE9	('T100900008013', 15324)
Q3URJ8	('T100900009716', 15325)
Q3URR7	('T100900016995', 15326)
Q3URS9	('T100900002083', 15327)
Q3URU2	('T100900010764', 15328)
Q3URY6	('T100900000967', 15329)
Q3US41	('T100900004636', 15330)
Q3USH1	('T100900007015', 15331)
Q3USH5	('T100900013364', 15332)
Q3USJ8	('T100900005043', 15333)
Q3USQ7	('T100900014405', 15334)
Q3UU96	('T100900009053', 15335)
Q3UUJ4	('T100900014275', 15336)
Q3UUQ7	('T100900010822', 15337)
Q3UV74	('T100900007153', 15338)
Q3UVD5	('T100900007989', 15339)
Q3UVR3	('T100900015769', 15340)
Q3UVX5	('T100900005986', 15341)
Q3UVY1	('T100900005811', 15342)
Q3UW26	('T100900001585', 15343)
Q3UW53	('T100900009686', 15344)
Q3UWA6	('T100900006082', 15345)
Q3UWM4	('T100900007505', 15346)
Q3UWR2	('T100900007516', 15347)
Q3UWW6	('T100900005408', 15348)
Q3UYC0	('T100900011327', 15349)
Q3UYG8	('T100900008427', 15350)
Q3UYI5	('T100900012159', 15351)
Q3UYI6	('T100900005345', 15352)
Q3UYR4	('T100900004632', 15353)
